Date,abarrondo evelia labrador,abella ernesto corpus,agcaoili loreto agustin,aguila dave cristoferson cruz,aguilar juan jr francisco,andes hilario tuplano,andrade sonny boy rogan,aniñon delia fuyunan,antiporda arsenio jr remigio,aquino maria antonia rael tapiru,arap salic dumangas,arcega gerald balita,asuelo ramon fastidio,bahian reysal lapuag,basadre rodulfo sr alaan,belgica grepor banzuela,bravo bonifacio felicitas,cadion leo miranda,casino rolly reyes,pesigan maria mercedes remedios codiñera,dacillo diosdada refulle,david arnel victoriano,de guzman percival kevin enriquez,de guzman leodegario quitain,de guzman orlando caranto,de leon diane garcia,de vera rodel castel,defiño ephraim baldomero,dela rosa ronald marapon,diaz ramon raco calipayan,dimaya arsenio tabieros,domagoso francisco moreno,domingo ricardo barcelona,duterte carpio sara zimmerman ,encarnacion alexander cura,erazo lucio sr gengane,fabito antero facinal,fajardo anthony rosal,felix corina joyce castillo,fernandez leonardo abiera,flores rudy cubihano,fronda edencio bocalbos,fuerte edmundo del pilar,gaa kamadhenu tulsi,go christopher lawrence ,gonzales norberto borja,inte victoriano tejano,katigbak alejo panganiban,kayanan winston noroña,lacson panfilo morena,larot gabriela saladaga,lihaylihay danilo ancero,los baños edgardo amarilla,lubarbio happy fajardo,luyahan marsden cuarteros,mangondato faisal montay,marcos ferdinand jr romualdez,marcos maria aurora busoy,marcos tiburcio villamor,martirez dante ,megio nancy escurel,mejia domingo wenceslao,montemayor jose jr cabrera,murillo josephine galang,murio jose romel agustin,natnat felix calano,navarro robert pansalin,negapatan eric abuyen,niez edgar babanto,nocon valeriano iii peralta,ocampo vladimir loreto,ollesca juan juan olila,ordenes leysander aguilar,pacquiao emmanuel dapidran,pijao ferdinand jose david,porio deogracias estenzo,puno melchor calubia,quirao dolores javato,raval luzminda maturan,respuesto alfredo decierdo,rivera benjamin polidario,roble danilo casipong,robredo maria leonor gerona,roca cesar calagos,roden jeffrey jaraba,rubi edmundo pardo,salim sahiron dulah,seño cornelio lim,soguilon apolonia comia,sta maria roosevelt grande,tagle pedrito diaz,talion nestor frias,torres jimmy alferos,trocenio juanita mendoza,valdes antonio abad santos,valera renato jose castro,velasco anna capella arguelles,villanueva danilo udhay,yulaga laurencio caballero
18-11-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
